"avatarThumbnail","cid","createTime","createTimeISO","diggCount","input","likedByAuthor","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","komentar","uid","uniqueId","videoWebUrl"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/39552e6ef27b3b7bf9d24a1409998bd0~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=63ecf535&x-expires=1746248400&x-signature=cqkCTnj3%2FlV9PvHAL7c6Vr3DwUE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493519213392478984","1744720915","2025-04-15T12:41:55.000Z","5282","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"16","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","plankton sudah mendapatkan resep crabypatty","6570983720563703810","ikasaradarini81","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f7e752af491f0965a7ef63f1f1dd1f8b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=b7e7cbf7&x-expires=1746248400&x-signature=3LXhOroVvsENiC5ORun2bvNj0MM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493512608387400455","1744719382","2025-04-15T12:16:22.000Z","3629","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"33","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","padahal king abdi gg sebut nama, dia ngerasa sendiri wkwk dan tau om ded sama cheff arnold udh tau kalo itu masakan king abdi😂😂😂","7134756643367486466","fitriyanti5515","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7328094416873193493~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8b3f813f&x-expires=1746248400&x-signature=p23JTAEKJMEAIidVMbL2NYl0oeg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493504950015984391","1744717601","2025-04-15T11:46:41.000Z","4813","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"69","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","vt yg bareng chef arnold tonton deh..","6904788929988396034","fahruddinazkarulrizal","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0efc2e80701250e1849e92f535fdf959~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=469ecd9c&x-expires=1746248400&x-signature=X1hVoEM7C%2Fg5sZqekB6sYHr4gnA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493529659145978631","1744723342","2025-04-15T13:22:22.000Z","97","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"49","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","lah kok dia Kya merasa tersinggung ya Selma king abdi bilng pdhal dia GK sebut nma eh Mlah dia yg nongol jdi tau deh se indonesia😁","7423793400812733457","fitri.lonca","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e8e34341af3f27df6d327833e27bd5bd~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f1d1540b&x-expires=1746248400&x-signature=gKJAtM4yqSH7t4xIxQMnVpyfkjM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493542292591149832","1744726285","2025-04-15T14:11:25.000Z","1381","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"66","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","kalian bayangin aja org kalimatan (istri dia) masak masakan madura yg enak khas madura banget, ga masuk akal","6703196601978274818","bobkanedc","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4b84ab0b5aab26891cafde5f5f687c9b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=d730dc95&x-expires=1746248400&x-signature=a7cxsicxHv0EYP8Bn3Let3FLNzg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493549457897194247","1744727957","2025-04-15T14:39:17.000Z","2493","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"120","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","logikanya gini, klo resep dari istrinya tretan finalnya yg dipake lantas kenapa harus kolab sama king abdi, saya lebih percaya king abdi daripada manusia ini yg becandain org² berkebutuhan khusus","6928273652136379394","rizbiiee","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/1e2ffbf0aaee2b95b5e2c3df068768be~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=de3f8122&x-expires=1746248400&x-signature=t2I3BIMYB1IQBsxdTHRURxEA5YM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493514781508125458","1744719888","2025-04-15T12:24:48.000Z","116","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"49","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","padahal abdi ga nyebut nama 🤣","6995071981540344838","uhuk.uhuk.uhuk","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cf354f66c6fd2277bab93584e5df6ce5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=0933259a&x-expires=1746248400&x-signature=0JvR5wVp9oGBriThUoFrmGfnI%2Bc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493707002637779720","1744764669","2025-04-16T00:51:09.000Z","1788","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"29","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","dari klarifikasi tretan muslim sekarang aku tau kebenarannya bahwasannya king abdi istri tretan muslim","6928272539744420870","anchesterunited1","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f5d30f56468a07c57b523b724336ce50~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ad30ea06&x-expires=1746248400&x-signature=Ddv6s%2FbcymQHjuDNQ4YBbjioO98%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493509975576445704","1744718769","2025-04-15T12:06:09.000Z","252","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"63","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","yg Masi bacotin tretan, mending nonton full ny di YouTube nya dia, tipikal netijen indo, menghujat+menjudge+menghakimi hanya dgn 1 klip video doang, dan bgstnya lagi, setelah kebenarannya terungkap, mereka ilang aja, kaya GK terjadi apa apa😅, bisa ya ada org kaya gitu, seolah menghujat abis itu ngilang adalah hal biasa aja😅","7449497258137207813","ngehex.11","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/78be1fd0cbb0292d76fc4b62f1fea0f2~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=84966e8a&x-expires=1746248400&x-signature=WXCFuvofCQ1lFzT%2F4LyQ0T7E2zM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493713787708965648","1744766275","2025-04-16T01:17:55.000Z","965","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"52","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","lgian knp klarifikasi .. kan king abdi gk sebut nama 😂","6966472204058280962","dinawurihandayani","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/690108d6fbee6f860baf52f6667d54f3~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=521df799&x-expires=1746248400&x-signature=ENbrptu7d7w9cS5KxCBTCpQLc3E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493512248514953985","1744719302","2025-04-15T12:15:02.000Z","1141","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"11","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","Udah terlanjur tau resepnya,tinggal tambah gula satu sendok hitunganya dah beda resep🤣🤣🤣","6969452533563900929","sukmapamungkas99","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/fcff4ef7b67a04fba9dcb397708c281a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=26f796bc&x-expires=1746248400&x-signature=RZLBBcG1VjjxaqvJb8REO7p%2FnAQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493499364414391058","1744716294","2025-04-15T11:24:54.000Z","547","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"88","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","tim tretan muslim☝️","7106309729098007578","menversatile","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/7169446328269799450~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=a204f275&x-expires=1746248400&x-signature=8CCqx7GOxsgwsJFlgfKdCrRujx8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493504843131634450","1744717570","2025-04-15T11:46:10.000Z","4300","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"135","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","saya orang Madura..tp saya kira king abdi yg bener","6818944517116216322","xio.pink.pink","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/16129fe91a40fad7dc87a2b985bf74b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=bec7d7d4&x-expires=1746248400&x-signature=05a3F20JUOuudYajB0Xz0Msn7vM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493541255378535176","1744726048","2025-04-15T14:07:28.000Z","30","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"58","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","resep tidak di pakai tp knp king abdi bilang msih km tf fee bang?","111921258476273664","yvn1r","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8980c3e5b31a7b7d1effe945570bd928~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=695d3423&x-expires=1746248400&x-signature=52o6Y2n48r0KD5zAXj2vgebL4EQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493572451445342994","1744733313","2025-04-15T16:08:33.000Z","206","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"19","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","disinilah haters tretan mendapatkan kesempatan 😂","6663523981180813314","kaiichoo","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7328452333140967442~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=0c9b4fc2&x-expires=1746248400&x-signature=dEbbkXCuc6gP7Q3%2Flo02ziRxqYE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493518524862923527","1744720752","2025-04-15T12:39:12.000Z","694","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"63","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","tanah aja di akui milik pengeran,apalagi cuman resep.","6791590427977253890","nanangkusdiyanto","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e0a85063191184e95f0237749feab0e0~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f2e91e3b&x-expires=1746248400&x-signature=Rh1X8JQKnkLXInSYVMZWsXJNedI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7494274699954897682","1744896813","2025-04-17T13:33:33.000Z","290","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"24","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","wes gak percoyo tretanmuslim","7453389445057954836","lovemoonblues","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bf978f9f096acffa8439d731284994f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f0ffbf86&x-expires=1746248400&x-signature=MexmXvzT0rwfSSy1u2cDgE3yLbo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493528727226286856","1744723126","2025-04-15T13:18:46.000Z","537","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"19","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","resep tidak di pake pada waktu itu, tpi bisa di pake di lain waktu kan.. yakan 🤣🤣🤣","7306526566774178822","logetmusicoriginal","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3967d7bcfb27327fee99fec4297e74b6~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=295d03b2&x-expires=1746248400&x-signature=3zC%2BkZTuOZPNxRNIwbKgZwGobuY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493560446587306770","1744730511","2025-04-15T15:21:51.000Z","14","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"9","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","king abdi itu jenis orang Jawa yg legowo males ribut"".dia punya prinsip bukan rejeki sy gitu ajaaa.. rejeki allah masih luas dan hidup ini singkat🥰","7177373078665921563","liall815","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=23ea5685&x-expires=1746248400&x-signature=%2FX3orZJBA90TGJAWBZczhT0O%2BNU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493577983069160210","1744734600","2025-04-15T16:30:00.000Z","12","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"3","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","pdahal king abdi gak sebut merek
ngapa die klarifikasi😂","7015003938987082778","aleshyasaffa","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6c5148c02514de032389d5dcb99b2e7d~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=a59948e5&x-expires=1746248400&x-signature=k3Rg8B%2FugPUc2LjQyIKvSNtGezE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493538666398384914","1744725445","2025-04-15T13:57:25.000Z","11","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"10","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","g yakin gue istrinya yg masak...istri anda berani masak didepan umum dan dengan lain rasa","7413789701914526725","fuad.khoirudin22","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/de0d6ba33e93c3ea03be485dc1940748~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=5b6970cd&x-expires=1746248400&x-signature=f9yYZ8ElUPKrgbXlxUqXjoRCw9M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493523015574471442","1744721799","2025-04-15T12:56:39.000Z","16","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"15","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","perasaan ga ad nyebut nama dan merek loh kok tiba2 orang ini klarifikasi ada apa ni .... ?","7198338782490559515","meizhafir22","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/17a9061633976652827ef258727085f4~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=d0831eb2&x-expires=1746248400&x-signature=H46TKu5vfu49W2Ug5sJ7DRIrZ4M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493556753848009490","1744729659","2025-04-15T15:07:39.000Z","57","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"13","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","Sepertinya resep dari istrinya itu resep king abdi yg di revisi/ di tambah tambahi lagi bumbu bumbunya,","6560549768366800898","adamv.lio","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c0ba9870626466597ccfc1e6292839ba~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=cb9873a8&x-expires=1746248400&x-signature=XOdgtd1A3VKURdB%2ByDsRe7qC0e8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493504761610765064","1744717546","2025-04-15T11:45:46.000Z","52","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"5","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","g d pakek tapi konsep dan ide orang yg pernah berjasa d pakek","6942637228007900161","kim_syalala","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/cce8ee1238e2f15cef39dcda1c410d8a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=61b148a4&x-expires=1746248400&x-signature=AGh7umP8qDUkU9vk6KyEdGUZKwc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493524468645511944","1744722139","2025-04-15T13:02:19.000Z","15","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"3","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","lebih percaya.king abdi","6893549732695065601","pujiyono1234","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4978048c677f965eb476441e48509631~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=afce590a&x-expires=1746248400&x-signature=s8wNsk55aAIUziWtkeMsY60hzSg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493560385183630087","1744730502","2025-04-15T15:21:42.000Z","145","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"7","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","Kalo istri pintar masak harusnya dari awal cukup ber2 saja yg buat bisnis langsung tanpa pake tenaga ahli🤣","7111787605889631234","sunitram89","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/950ebb53a72c9709c0e5567365669184~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=329082bc&x-expires=1746248400&x-signature=fi7JR73bXrPS0WdXAu91epYCD3Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7493505103330493191","1744717637","2025-04-15T11:47:17.000Z","16","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","false","false",,"13","https://www.tiktok.com/@spirituspilar/video/7493498754356514054","lah kan gak nyebut nama","6581784266111549441","30s923","https://www.tiktok.com/@spirituspilar/video/7493498754356514054"
